file_name,file_path,file_type,size,album,artist,title,year,genre,duration,track,bitrate
张学友 - 她来听我的演唱会.mp3,./Music/cloudMusic/张学友 - 她来听我的演唱会.mp3,.mp3,7361184,友情歌 1995-2000世纪情歌金选,张学友,她来听我的演唱会,,,291.4173883022727,4,192.0
押尾コータロー - Shape Of My Heart.mp3,./Music/cloudMusic/押尾コータロー - Shape Of My Heart.mp3,.mp3,7583954,Tussie mussie II ~loves cinema~,押尾コータロー,Shape Of My Heart,,,313.11073561885655,2,192.0
押尾コータロー - Stand By Me.mp3,./Music/cloudMusic/押尾コータロー - Stand By Me.mp3,.mp3,4891891,Tussie mussie II ~loves cinema~,押尾コータロー,Stand By Me,,,200.88029859885222,6,192.0
朴树 - Baby ，До свидания (达尼亚).mp3,./Music/cloudMusic/朴树 - Baby ，До свидания (达尼亚).mp3,.mp3,6062971,Baby ，До свидания (达尼亚),朴树,Baby ，До свидания (达尼亚),,,248.9715770891823,,192.0
松井祐貴 - 君と僕.mp3,./Music/cloudMusic/松井祐貴 - 君と僕.mp3,.mp3,10411949,For you,松井祐貴,君と僕,,,256.06979490245266,3,320.0
田馥甄 - 你就不要想起我.mp3,./Music/cloudMusic/田馥甄 - 你就不要想起我.mp3,.mp3,4498055,ÃìÐ¡,Hebe,Äã¾Í²»ÒªÏëÆðÎÒ,,,280.8310892172961,,128.0
胡伟立 - 笑傲江湖曲(琴箫合奏).mp3,./Music/cloudMusic/胡伟立 - 笑傲江湖曲(琴箫合奏).mp3,.mp3,8740033,武侠音乐系列之疗伤神法,胡伟立,笑傲江湖曲(琴箫合奏),,,216.6397761861781,2,320.0
薛之谦 - 演员.mp3,./Music/cloudMusic/薛之谦 - 演员.mp3,.mp3,6342416,绅士,薛之谦,演员,,,261.43873056404175,1,192.0
陈一发儿 - 童话镇.mp3,./Music/cloudMusic/陈一发儿 - 童话镇.mp3,.mp3,10485560,童话镇,陈一发儿,童话镇,,,258.0556611846347,,320.0
高晨薇 - 烟为何.mp3,./Music/cloudMusic/高晨薇 - 烟为何.mp3,.mp3,12575652,烟为何,高晨薇,烟为何,,,313.3726601726274,1,320.0
AlbumArtSmall.jpg,./Music/cloudMusic/电台节目/AlbumArtSmall.jpg,.jpg,5974,,,AlbumArtSmall,,,,,
Folder.jpg,./Music/cloudMusic/电台节目/Folder.jpg,.jpg,27098,,,Folder,,,,,
陈一发儿 - 下个星期去英国 - 陈一发儿.mp3,./Music/cloudMusic/电台节目/陈一发儿 - 下个星期去英国 - 陈一发儿.mp3,.mp3,2512211,陈一发儿,陈一发儿,下个星期去英国 - 陈一发儿,,,154.6390804597701,,128.0
陈一发儿 - 告一段落 - 陈一发儿 ｜ 原创.mp3,./Music/cloudMusic/电台节目/陈一发儿 - 告一段落 - 陈一发儿 ｜ 原创.mp3,.mp3,3001215,陈一发儿,陈一发儿,告一段落 - 陈一发儿 | 原创,,,185.20247087340684,,128.0
Adele - Set Fire To The Rain.mp3,./Music/download/Adele - Set Fire To The Rain.mp3,.mp3,3868339,21,Adele,Set Fire To The Rain,,,241.97113144108218,,128.0
AlbumArtSmall.jpg,./Music/download/AlbumArtSmall.jpg,.jpg,2634,,,AlbumArtSmall,,,,,
AlbumArt_{23D1968B-86ED-44CB-AA1A-D4BB5E21AC79}_Large.jpg,./Music/download/AlbumArt_{23D1968B-86ED-44CB-AA1A-D4BB5E21AC79}_Large.jpg,.jpg,11084,Large,{23D1968B-86ED-44CB-AA1A-D4BB5E21AC79},AlbumArt,,,,,
AlbumArt_{23D1968B-86ED-44CB-AA1A-D4BB5E21AC79}_Small.jpg,./Music/download/AlbumArt_{23D1968B-86ED-44CB-AA1A-D4BB5E21AC79}_Small.jpg,.jpg,2634,Small,{23D1968B-86ED-44CB-AA1A-D4BB5E21AC79},AlbumArt,,,,,
AlbumArt_{8526BCB1-3255-4258-9E58-0B260C768B16}_Large.jpg,./Music/download/AlbumArt_{8526BCB1-3255-4258-9E58-0B260C768B16}_Large.jpg,.jpg,8716,Large,{8526BCB1-3255-4258-9E58-0B260C768B16},AlbumArt,,,,,
AlbumArt_{8526BCB1-3255-4258-9E58-0B260C768B16}_Small.jpg,./Music/download/AlbumArt_{8526BCB1-3255-4258-9E58-0B260C768B16}_Small.jpg,.jpg,2459,Small,{8526BCB1-3255-4258-9E58-0B260C768B16},AlbumArt,,,,,
alex g - let her go.mp3,./Music/download/alex g - let her go.mp3,.mp3,3271696,,alex g,let her go,,,204.55090512988346,,128.0
Because Of You.mp3,./Music/download/Because Of You.mp3,.mp3,3610367,Because Of You,Kelly Clarkson,Because Of You,2010-02-10,,219.766048948315,,128.0
carly rae jepsen - call me maybe.mp3,./Music/download/carly rae jepsen - call me maybe.mp3,.mp3,3107183,Kiss (Deluxe Version),Carly Rae Jepsen,Call Me Maybe,,,193.66511846117754,,128.0
Coldplay - Viva La Vida.mp3,./Music/download/Coldplay - Viva La Vida.mp3,.mp3,3601051,Grammy Nominees 2009,Coldplay,Viva La Vida,,,224.99504261474706,,128.0
desktop.ini,./Music/download/desktop.ini,.ini,364,,,desktop,,,,,
Folder.jpg,./Music/download/Folder.jpg,.jpg,11084,,,Folder,,,,,
I've Told Every Little Star-Linda Scott.mp3,./Music/download/I've Told Every Little Star-Linda Scott.mp3,.mp3,2293173,The Canadian American Story,Linda Scott,I've Told Every Little Star,1920-04-03,,141.77577605754945,,128.0
Linkin Park - in the end .mp3,./Music/download/Linkin Park - in the end .mp3,.mp3,2169386,[www.ziltar.com],[English_Music],In_The_End,2000,Metal,216.4527,8,80.0
Linkin Park - Leave out all the rest.mp3,./Music/download/Linkin Park - Leave out all the rest.mp3,.mp3,5032815,暮光之城豪华版,林肯公园,Leave out all the rest,2009-3-17 0:00:00,电影原声【Movie Soundtrack】,200.0195918367347,4,201.1396565234426
Linkin Park - Numb.mp3,./Music/download/Linkin Park - Numb.mp3,.mp3,1515937,,Linkin Park,Numb,,,189.6390960982094,,64.0
lonely.mp3,./Music/download/lonely.mp3,.mp3,11073536,Nana,Nana,Lonely,1997,Pop,381.23102040816326,6,232.32854426476635
Love The Way You Lie.mp3,./Music/download/Love The Way You Lie.mp3,.mp3,4223127,Recovery,Eminem                        ,Love The Way You Lie,2010-06-21,Other,263.749847525217,15,128.0
Maroon 5 - She Will Be Loved.mp3,./Music/download/Maroon 5 - She Will Be Loved.mp3,.mp3,10312805,á¿áÉÊÕ¼¯ÕûÀí,James Blunt,She Will Be Loved,,,257.8840622521266,,320.0
merry christmas mr. lawrence 钢琴 小提琴版.mp3,./Music/download/merry christmas mr. lawrence 钢琴 小提琴版.mp3,.mp3,6920036,,mr.,merry christmas mr. lawrence 钢琴 小提琴版,,,288.3506609535965,,192.0
my heart will go on最终版.mp3,./Music/download/my heart will go on最终版.mp3,.mp3,4205915,FRESH TAPE 2012-2013 精选,"YoungJack满舒克,廖伟珊,夏呈青MuSik",my heart will go on最终版,2013-06-19,,262.8839343109192,,128.0
onerepublic - counting stars.mp3,./Music/download/onerepublic - counting stars.mp3,.mp3,4115644,,onerepublic,counting stars,,,257.31775187815674,,128.0
passenger - let her go.mp3,./Music/download/passenger - let her go.mp3,.mp3,3994680,538 Hitzone - Best of 2012,Passenger,Let Her Go,,,249.7546213890056,,128.0
power's out.mp3,./Music/download/power's out.mp3,.mp3,3976489,Killer Love,nicole scherzinger,power's out,,,248.51921337228043,,128.0
Sandra Bae - (Timbaland)apologize.mp3,./Music/download/Sandra Bae - (Timbaland)apologize.mp3,.mp3,2950062,,Sandra Bae,(Timbaland)apologize,,Other,184.368,,128.0
Sho's Waltz-Cecile Corbel.mp3,./Music/download/Sho's Waltz-Cecile Corbel.mp3,.mp3,2662890,借东西的阿丽埃蒂歌曲集,Cecile Corbel,Sho's Waltz,2010-07-14,,164.477597935726,,128.0
Taylor Swift - Love Story (International Radio Mix).mp3,./Music/download/Taylor Swift - Love Story (International Radio Mix).mp3,.mp3,3792029,Fearless,Taylor Swift,Love Story,,,236.67226522793027,,128.0
Taylor Swift - Mine (2).mp3,./Music/download/Taylor Swift - Mine (2).mp3,.mp3,1918038,Mine,Taylor Swift,Mine,2010-08-16,,229.67768798794685,,64.0
Taylor Swift - mine.mp3,./Music/download/Taylor Swift - mine.mp3,.mp3,3704199,Mine - Single,Taylor Swift,Mine,,,231.57732339465227,,128.0
Taylor Swift - red.mp3,./Music/download/Taylor Swift - red.mp3,.mp3,3578618,Red,Taylor Swift,Red,,,223.33761826569707,,128.0
Taylor Swift - Safe & Sound.mp3,./Music/download/Taylor Swift - Safe & Sound.mp3,.mp3,5805134,,Taylor Swift,Safe & Sound,,,241.92880194834794,,192.0
Taylor Swift - We Are Never Ever Getting Back Together.mp3,./Music/download/Taylor Swift - We Are Never Ever Getting Back Together.mp3,.mp3,4633076,,Taylor Swift,We Are Never Ever Getting Back Together,,,193.14386810581234,,192.0
Taylor Swift - You Belong with Me.mp3,./Music/download/Taylor Swift - You Belong with Me.mp3,.mp3,3662491,Promo Only Mainstream Radio July 2009,Taylor Swift,You Belong With Me,,,228.83834545312376,,128.0
丁于 - 相亲相爱 - 伴奏.mp3,./Music/download/丁于 - 相亲相爱 - 伴奏.mp3,.mp3,5980194,11,¶¡ÓÚ,ÏàÇ×Ïà°® (°é×à),,,373.59311908671515,,128.0
久石让 - my neighbour totoro.mp3,./Music/download/久石让 - my neighbour totoro.mp3,.mp3,3935502,,久石让,my neighbour totoro,,,246.17242943154272,,128.0
久石让 - stand alone for clarinet.mp3,./Music/download/久石让 - stand alone for clarinet.mp3,.mp3,4014811,,久石让,stand alone for clarinet,,,143.38713677431596,,224.0
久石让 - 终曲.mp3,./Music/download/久石让 - 终曲.mp3,.mp3,1843200,,久石让,终曲,,,65.82657135044337,,224.0
久石让 - 运命の死地.mp3,./Music/download/久石让 - 运命の死地.mp3,.mp3,4928365,,久石让,运命の死地,,,176.01533988492855,,224.0
千与千寻、宫崎骏 - 那一天的河川.mp3,./Music/download/千与千寻、宫崎骏 - 那一天的河川.mp3,.mp3,3091825,ÉñÒþÉÙÅ®¶¯»­µçÓ°Ô­Éù´ø,千与千寻、宫崎骏,ÄÇÒ»ÌìµÄºÓ´¨,,Other,192.80772425999507,10,128.0836236933798
周杰伦 - 七里香(钢琴纯音乐).mp3,./Music/download/周杰伦 - 七里香(钢琴纯音乐).mp3,.mp3,4200576,,ÖÜ½ÜÂ×,ÆßÀïÏã(´¿ÒôÀÖ),,Other,262.5783179140493,,128.0
周杰伦 - 七里香.mp3,./Music/download/周杰伦 - 七里香.mp3,.mp3,4768914,,周杰伦,七里香,,,298.1626830531159,,128.0
周杰伦 - 发如雪(钢琴纯音乐).mp3,./Music/download/周杰伦 - 发如雪(钢琴纯音乐).mp3,.mp3,5416999,,ÑÒ·ã,·¢ÈçÑ©,,,338.6834282588095,,128.0
周杰伦 - 开不了口（钢琴纯音乐）.mp3,./Music/download/周杰伦 - 开不了口（钢琴纯音乐）.mp3,.mp3,4599226,2001¸ÖÇÙÁµÇú,ÖÜ½ÜÂ×,¿ª²»ÁË¿Ú,2001,Goa,287.55314231005946,16,128.0
周杰伦 - 我不配(钢琴纯音乐).mp3,./Music/download/周杰伦 - 我不配(钢琴纯音乐).mp3,.mp3,2747967,ÎÒºÜÃ¦,ÖÜ½ÜÂ×,ÎÒ²»Åä¸ÖÇÙÇú,2007,,171.72316765940826,7,128.0
周杰伦 - 搁浅(钢琴纯音乐).mp3,./Music/download/周杰伦 - 搁浅(钢琴纯音乐).mp3,.mp3,3762467,,周杰伦,搁浅(钢琴纯音乐),,,235.34844006568142,,128.0
周杰伦 - 稻香(钢琴纯音乐).mp3,./Music/download/周杰伦 - 稻香(钢琴纯音乐).mp3,.mp3,3590272,¸ÖÇÙÐÄÇé101,¸ÖÇÙÇú,30.µ¾Ïã - ÖÜ½ÜÂ×,2009,Pop,224.45117183302236,30,128.0
周杰伦 - 花海(钢琴纯音乐).mp3,./Music/download/周杰伦 - 花海(钢琴纯音乐).mp3,.mp3,3935922,,周杰伦,花海(钢琴纯音乐),,,245.9631051655112,,128.0
周杰伦 - 龙卷风(钢琴纯音乐).mp3,./Music/download/周杰伦 - 龙卷风(钢琴纯音乐).mp3,.mp3,3951052,2001¸ÖÇÙÁµÇúII,ö¦¸è¸ÖÇÙ¼¯,Áú¾í·ç(ÖÜ½ÜÂ×),,,245.74600046915316,,128.0
坂本龙一 - merry christmas mr. lawrence - 钢琴版纯音乐.mp3,./Music/download/坂本龙一 - merry christmas mr. lawrence - 钢琴版纯音乐.mp3,.mp3,4515840,04,坂本龙一,Merry Christmas,2004,Musical,282.2299274137611,4,128.0
坂本龙一 - merry christmas mr. lawrence.mp3,./Music/download/坂本龙一 - merry christmas mr. lawrence.mp3,.mp3,4427776,"Merry Christmas, Mr. Lawrence -M4MU.COM",Ryuichi Sakamoto,"Merry Christmas, Mr. Lawrence",1983,Soundtrack,276.7160774122957,1,128.0
孙燕姿 - 天黑黑(钢琴纯音乐).mp3,./Music/download/孙燕姿 - 天黑黑(钢琴纯音乐).mp3,.mp3,3340772,2000¸ÖÇÙÁµÇú¡¤Piano Hits,ö¦¸è¸ÖÇÙ¼¯,ÌìºÚºÚ_ËïÑà×Ë,,,207.28738759871766,,128.0
宫崎骏 - my neighbor totoro.mp3,./Music/download/宫崎骏 - my neighbor totoro.mp3,.mp3,5160514,,宫崎骏动画钢琴曲,My neighbor Totoro,,,322.57835699143226,,128.0
宫崎骏 - nausicaa of the valley of the.mp3,./Music/download/宫崎骏 - nausicaa of the valley of the.mp3,.mp3,4764699,Tomohisa.Okudo¹¬Æé¿¥¶¯»­¸ÖÇÙºÏ¼¯,¹¬Æé¿¥ Hayao Miyazaki,Nausicaa of the valley of the,,Other,298.0258034248182,,128.0
宫崎骏 - princess mononoke.mp3,./Music/download/宫崎骏 - princess mononoke.mp3,.mp3,3628529,¹¬Æé¿¥¶¯»­¸ÖÇÙºÏ¼¯,¹¬Æé¿¥,Princess Mononoke,,Soundtrack,226.86146481570125,2,128.0
宫崎骏 - やさしさに包まれたなら.mp3,./Music/download/宫崎骏 - やさしさに包まれたなら.mp3,.mp3,4339148,®c±TÂ@ªº¿ûµ^¬Mµe¥DÃDºq¶°,®c±TÂ@ªº¿ûµ^¬Mµe¥DÃDºq¶°,08.Å]¤k¦v«æ«K,2003.07.24,Other,271.1506454447808,8,128.0
宫崎骏 - 借东西的小矮人.mp3,./Music/download/宫崎骏 - 借东西的小矮人.mp3,.mp3,3345296,,宫崎骏,借东西的小矮人,,,209.14559255966626,,128.0
宫崎骏 - 幽灵公主.mp3,./Music/download/宫崎骏 - 幽灵公主.mp3,.mp3,3082368,,宫崎骏,幽灵公主,,Blues,192.52176154672398,,128.0
宫崎骏 - 归心似箭.mp3,./Music/download/宫崎骏 - 归心似箭.mp3,.mp3,3709892,¹¬Æé¿¥ÒôÀÖºÐ×÷Æ·¼¯1,¹¬Æé¿¥Òµ¼Ö²,¹éÐÄËü½b-,,Other,231.7096221072161,13,128.0
宫崎骏 - 风之谷.mp3,./Music/download/宫崎骏 - 风之谷.mp3,.mp3,2199680,,¿¨Í¨µçÍæ,·çÖ®¹È-×·Ñ°Ò£Ô¶µÄÊ±´ú,,,137.347875,,128.0
崔健 - 迷失的季节.mp3,./Music/download/崔健 - 迷失的季节.mp3,.mp3,7941639,¸øÄãÒ»µãÑÕÉ«,´Þ½¡ Eddie ÁõÔª ±´±´ Áõ«h ÎÚÄÈ,ÃÔÊ§µÄ¼¾½Ú,,Ò¡¹ö,372.15028375860834,3,170.82926829268294
张婧懿 - 斑马 斑马.mp3,./Music/download/张婧懿 - 斑马 斑马.mp3,.mp3,5141700,中国好声音第三季 盲选第六期,张婧懿,"斑马,斑马(live)",,,214.224,,192.0
张楚 - 国际歌.mp3,./Music/download/张楚 - 国际歌.mp3,.mp3,4296486,,张楚,国际歌,,Pop,268.6870380849695,,127.91637630662021
张韶涵、范玮琪 - 如果的事.mp3,./Music/download/张韶涵、范玮琪 - 如果的事.mp3,.mp3,3657977,,张韶涵、范玮琪,如果的事,,,228.81219798264135,,128.0
曲婉婷 - 我的歌声里.mp3,./Music/download/曲婉婷 - 我的歌声里.mp3,.mp3,5150439,                              ,ÇúÍñæÃ,ÎÒµÄ¸èÉùÀï,    ,,214.4653894742326,,192.0
曲婉婷 - 爱的勇气.mp3,./Music/download/曲婉婷 - 爱的勇气.mp3,.mp3,4074683,,曲婉婷,爱的勇气,,,254.87872390335446,,128.0
王力宏 - 唯一(钢琴版纯音乐).mp3,./Music/download/王力宏 - 唯一(钢琴版纯音乐).mp3,.mp3,4072689,,王力宏,唯一(钢琴版纯音乐),,,254.45215115711355,,128.0
王心凌 - 爱你.mp3,./Music/download/王心凌 - 爱你.mp3,.mp3,3518048,ÍõÐÄÁè-°®Äã(Loves You),ÍõÐÄÁè,°®Äã,2004,cpop,219.8257226873516,1,128.0
王心凌 - 第一次爱的人(钢琴纯音乐).mp3,./Music/download/王心凌 - 第一次爱的人(钢琴纯音乐).mp3,.mp3,3489453,Light Music,王心凌,ÍõÐÄÁè µÚÒ»´Î°®µÄÈË ¸ÖÇÙÇú,,Blues,218.1659030294741,5,128.0
王菲 - 旋木.mp3,./Music/download/王菲 - 旋木.mp3,.mp3,6076674,½«°®,Íõ·Æ,ÐýÄ¾,2003,Pop,253.23480457913863,7,192.0
琴歌指弹 时间都去哪儿了.mp3,./Music/download/琴歌指弹 时间都去哪儿了.mp3,.mp3,3552033,,,琴歌指弹 时间都去哪儿了,,,221.992,,128.0
陈慧琳、孙楠、张惠妹 - 相亲相爱.mp3,./Music/download/陈慧琳、孙楠、张惠妹 - 相亲相爱.mp3,.mp3,6738048,,ÕÅ»ÝÃÃ&Ëïéª&³Â»ÛÁÕµÈ,ÏàÇ×Ïà°®,,Art Rock,421.2804486083567,,128.0
黑鸭子合唱组 - 醉清风.mp3,./Music/download/黑鸭子合唱组 - 醉清风.mp3,.mp3,7559296,vogue voice,Hei Ya Zi,Inebriate the pleasant breeze,2006,pop,318.6416326530612,6,189.7309133669454
AlbumArtSmall.jpg,./Music/Fingerstyle/AlbumArtSmall.jpg,.jpg,8851,,,AlbumArtSmall,,,,,
Folder.jpg,./Music/Fingerstyle/Folder.jpg,.jpg,48548,,,Folder,,,,,
John Butler Trio - Ocean.mp3,./Music/Fingerstyle/John Butler Trio - Ocean.mp3,.mp3,17543660,Live At Red Rocks,John Butler Trio,Ocean,,,727.427701166646,14,192.0
Petteri Sariola & Andy McKee - Ebon Coast.mp3,./Music/Fingerstyle/Petteri Sariola & Andy McKee - Ebon Coast.mp3,.mp3,5126958,,Petteri Sariola & Andy McKee,Ebon Coast,,Other,320.424,,128.0
押尾コータロー - Shape Of My Heart.mp3,./Music/Fingerstyle/押尾コータロー - Shape Of My Heart.mp3,.mp3,7583954,Tussie mussie II ~loves cinema~,押尾コータロー,Shape Of My Heart,,,313.11073561885655,2,192.0
押尾コータロー - Stand By Me.mp3,./Music/Fingerstyle/押尾コータロー - Stand By Me.mp3,.mp3,4891891,Tussie mussie II ~loves cinema~,押尾コータロー,Stand By Me,,,200.88029859885222,6,192.0
未命名.mp3,./Music/Fingerstyle/未命名.mp3,.mp3,3703561,,,未命名,,Other,231.44039839859386,,128.0
AlbumArtSmall.jpg,./Music/Fingerstyle/GIN/AlbumArtSmall.jpg,.jpg,6377,,,AlbumArtSmall,,,,,
Folder.jpg,./Music/Fingerstyle/GIN/Folder.jpg,.jpg,23406,,,Folder,,,,,
GIN - Anniversary.mp3,./Music/Fingerstyle/GIN/GIN - Anniversary.mp3,.mp3,5392302,,GIN,Anniversary,,Other,337.008,,128.0
GIN - Atlantis.mp3,./Music/Fingerstyle/GIN/GIN - Atlantis.mp3,.mp3,4358085,,GIN,Atlantis,,Other,272.3441538912216,,128.0
GIN - Longing.mp3,./Music/Fingerstyle/GIN/GIN - Longing.mp3,.mp3,3431600,MaHaLo,GIN,Longing,2011-12-01,,213.55102040816325,,128.00583180428134
GIN - MaHaLo.mp3,./Music/Fingerstyle/GIN/GIN - MaHaLo.mp3,.mp3,3456257,MaHaLo,GIN,MaHaLo,2011-12-01,,215.09224489795918,,128.00576800461502
GIN - North Line.mp3,./Music/Fingerstyle/GIN/GIN - North Line.mp3,.mp3,3348014,MaHaLo,GIN,North Line,2011-12-01,,208.3265306122449,,128.00597178683384
GIN - Pease of Mind.mp3,./Music/Fingerstyle/GIN/GIN - Pease of Mind.mp3,.mp3,4300549,MaHaLo,GIN,Pease of Mind,2011-12-01,,267.8595918367347,,128.00464513848254
GIN - The Faker.mp3,./Music/Fingerstyle/GIN/GIN - The Faker.mp3,.mp3,3497223,MaHaLo,GIN,The Faker,2011-12-01,,217.65224489795918,,128.00570016202593
GIN - 七夕.mp3,./Music/Fingerstyle/GIN/GIN - 七夕.mp3,.mp3,9486764,,GIN,七夕,,,237.18473606900648,,320.0
GIN - 天空的猎蝎座.mp3,./Music/Fingerstyle/GIN/GIN - 天空的猎蝎座.mp3,.mp3,3232939,,GIN,天空的猎蝎座,,Other,202.02939556683918,,128.0
GIN - 尊严.mp3,./Music/Fingerstyle/GIN/GIN - 尊严.mp3,.mp3,3419349,,GIN,尊严,,Other,213.6788829215897,,128.0
GIN - 无题.mp3,./Music/Fingerstyle/GIN/GIN - 无题.mp3,.mp3,2979656,,GIN,无题,,Other,186.20075383263352,,128.0
GIN - 河畔·家路.mp3,./Music/Fingerstyle/GIN/GIN - 河畔·家路.mp3,.mp3,3742849,,GIN,河畔·家路,,Other,233.8956586270872,,128.0
GIN - 流星雨.mp3,./Music/Fingerstyle/GIN/GIN - 流星雨.mp3,.mp3,5721617,,GIN,流星雨,,Other,238.37017999544318,,192.0
GIN - 竹取物语.mp3,./Music/Fingerstyle/GIN/GIN - 竹取物语.mp3,.mp3,4435826,,GIN,竹取物语,,Other,277.20249194414606,,128.0
GIN - 紫陽花.mp3,./Music/Fingerstyle/GIN/GIN - 紫陽花.mp3,.mp3,4869518,MaHaLo,GIN,紫陽花,2011-12-01,,304.38217680561934,,128.0
GIN - 过去.现在.将来...mp3,./Music/Fingerstyle/GIN/GIN - 过去.现在.将来...mp3,.mp3,3483715,,GIN,过去.现在.将来..,,Other,217.70136510106437,,128.0
GIN - 镇魂曲.mp3,./Music/Fingerstyle/GIN/GIN - 镇魂曲.mp3,.mp3,4581701,,GIN,镇魂曲,,,286.4553492052637,,128.0
GIN - 願桜.mp3,./Music/Fingerstyle/GIN/GIN - 願桜.mp3,.mp3,4046285,MaHaLo,GIN,願桜,,,252.86530612244897,,128.0049070247934
AlbumArtSmall.jpg,./Music/Fingerstyle/Others/AlbumArtSmall.jpg,.jpg,6962,,,AlbumArtSmall,,,,,
AlbumArt_{0ACC6FA2-EE1F-4EAB-946B-73DA78FF9358}_Large.jpg,./Music/Fingerstyle/Others/AlbumArt_{0ACC6FA2-EE1F-4EAB-946B-73DA78FF9358}_Large.jpg,.jpg,29685,Large,{0ACC6FA2-EE1F-4EAB-946B-73DA78FF9358},AlbumArt,,,,,
AlbumArt_{0ACC6FA2-EE1F-4EAB-946B-73DA78FF9358}_Small.jpg,./Music/Fingerstyle/Others/AlbumArt_{0ACC6FA2-EE1F-4EAB-946B-73DA78FF9358}_Small.jpg,.jpg,7341,Small,{0ACC6FA2-EE1F-4EAB-946B-73DA78FF9358},AlbumArt,,,,,
AlbumArt_{77610D07-1E83-440E-BCE8-289E9120CC98}_Large.jpg,./Music/Fingerstyle/Others/AlbumArt_{77610D07-1E83-440E-BCE8-289E9120CC98}_Large.jpg,.jpg,5449,Large,{77610D07-1E83-440E-BCE8-289E9120CC98},AlbumArt,,,,,
AlbumArt_{77610D07-1E83-440E-BCE8-289E9120CC98}_Small.jpg,./Music/Fingerstyle/Others/AlbumArt_{77610D07-1E83-440E-BCE8-289E9120CC98}_Small.jpg,.jpg,1694,Small,{77610D07-1E83-440E-BCE8-289E9120CC98},AlbumArt,,,,,
AlbumArt_{7F328020-0E7E-4545-BD6F-290FAA0F5FB3}_Large.jpg,./Music/Fingerstyle/Others/AlbumArt_{7F328020-0E7E-4545-BD6F-290FAA0F5FB3}_Large.jpg,.jpg,10095,Large,{7F328020-0E7E-4545-BD6F-290FAA0F5FB3},AlbumArt,,,,,
AlbumArt_{7F328020-0E7E-4545-BD6F-290FAA0F5FB3}_Small.jpg,./Music/Fingerstyle/Others/AlbumArt_{7F328020-0E7E-4545-BD6F-290FAA0F5FB3}_Small.jpg,.jpg,2674,Small,{7F328020-0E7E-4545-BD6F-290FAA0F5FB3},AlbumArt,,,,,
AlbumArt_{A572225F-5159-4D72-A7D2-099DA08E3B00}_Large.jpg,./Music/Fingerstyle/Others/AlbumArt_{A572225F-5159-4D72-A7D2-099DA08E3B00}_Large.jpg,.jpg,10221,Large,{A572225F-5159-4D72-A7D2-099DA08E3B00},AlbumArt,,,,,
AlbumArt_{A572225F-5159-4D72-A7D2-099DA08E3B00}_Small.jpg,./Music/Fingerstyle/Others/AlbumArt_{A572225F-5159-4D72-A7D2-099DA08E3B00}_Small.jpg,.jpg,2742,Small,{A572225F-5159-4D72-A7D2-099DA08E3B00},AlbumArt,,,,,
AlbumArt_{C10051ED-2C3A-4B8C-8FE0-A25F4A28994C}_Large.jpg,./Music/Fingerstyle/Others/AlbumArt_{C10051ED-2C3A-4B8C-8FE0-A25F4A28994C}_Large.jpg,.jpg,7077,Large,{C10051ED-2C3A-4B8C-8FE0-A25F4A28994C},AlbumArt,,,,,
AlbumArt_{C10051ED-2C3A-4B8C-8FE0-A25F4A28994C}_Small.jpg,./Music/Fingerstyle/Others/AlbumArt_{C10051ED-2C3A-4B8C-8FE0-A25F4A28994C}_Small.jpg,.jpg,2078,Small,{C10051ED-2C3A-4B8C-8FE0-A25F4A28994C},AlbumArt,,,,,
Andrea Baileni - Calamite.mp3,./Music/Fingerstyle/Others/Andrea Baileni - Calamite.mp3,.mp3,3347745,,Andrea Baileni,Calamite,,,209.224,,128.0
Andy Mckee - Drifting.mp3,./Music/Fingerstyle/Others/Andy Mckee - Drifting.mp3,.mp3,3072417,,Andy Mckee,Drifting,,,192.18321995464854,,128.0
Andy McKee - Ebon Coast.mp3,./Music/Fingerstyle/Others/Andy McKee - Ebon Coast.mp3,.mp3,4929811,Ebon Coast,Andy McKee,Ebon Coast,2007,,306.7843928375948,11,128.0
Andy Mckee - Rylynn.mp3,./Music/Fingerstyle/Others/Andy Mckee - Rylynn.mp3,.mp3,7819328,Art of Motion,Andy McKee,Rylynn,2005,Acoustic,313.75673469387755,12,199.36974440096577
Anna Mancini - KALASHNIKOV.mp3,./Music/Fingerstyle/Others/Anna Mancini - KALASHNIKOV.mp3,.mp3,2213550,,Anna Mancini,KALASHNIKOV,,Other,138.336,,128.0
Beat It.mp3,./Music/Fingerstyle/Others/Beat It.mp3,.mp3,3507246,,,Beat It,,Other,219.192,,128.0
Conny Berghäll - Revolution.mp3,./Music/Fingerstyle/Others/Conny Berghäll - Revolution.mp3,.mp3,3526062,,Conny Berghäll,Revolution,,Other,220.368,,128.0
Dance To The Death.mp3,./Music/Fingerstyle/Others/Dance To The Death.mp3,.mp3,10572304,,,Dance To The Death,,,264.22402100196894,,320.0
desktop.ini,./Music/Fingerstyle/Others/desktop.ini,.ini,358,,,desktop,,,,,
Erik Mongrain - Air Tap!.mp3,./Music/Fingerstyle/Others/Erik Mongrain - Air Tap!.mp3,.mp3,1811130,Fates,Erik Mongrain,Air Tap!,2007-06-26,New Age,226.42508405661113,14,64.0
Erik Mongrain - Fearless.mp3,./Music/Fingerstyle/Others/Erik Mongrain - Fearless.mp3,.mp3,3468133,Forward,Erik Mongrain,Fearless,2012-09-03,,216.76024267054834,,128.0
